ID-model,GO:0008150,GO:0018345,GO:0006497,GO:0042158,GO:0042157,GO:0070647,GO:0043543,GO:0051276,GO:0006325,GO:0032446,GO:0016567,GO:0022610,GO:0044723,GO:0007010,GO:0009059,GO:0051704,GO:0006996,GO:1901135,GO:1901576,GO:0034645,GO:0006811,GO:0009058,GO:0005975,GO:0044249,GO:0006464,GO:0036211,GO:0044248,GO:0044267,GO:0050890,GO:0045944,GO:0043412,GO:0009653,GO:0006796,GO:0006793,GO:0009056,GO:1901575,GO:0071822,GO:0050877,GO:0031328,GO:0009891,GO:0044710,GO:0006952,GO:0016043,GO:0071840,GO:0060341,GO:0019538,GO:0045893,GO:0010557,GO:0051254,GO:0010628,GO:0090304,GO:0033554,GO:1901564,GO:0043933,GO:0006950,GO:0048731,GO:0044237,GO:0051049,GO:0044260,GO:0006139,GO:0043408,GO:0003008,GO:0034641,GO:0051248,GO:0046483,GO:0031326,GO:0007275,GO:0009889,GO:2001141,GO:2000112,GO:0006355,GO:0006357,GO:0010556,GO:1901360,GO:0006725,GO:0048513,GO:0009888,GO:0051252,GO:0044238,GO:0009968,GO:0032501,GO:0023057,GO:0071704,GO:0010648,GO:0044707,GO:0010627,GO:0008152,GO:0046907,GO:0043170,GO:0009967,GO:0048585,GO:0044763,GO:0034622,GO:0002376,GO:0048856,GO:0032879,GO:0006807,GO:0022607,GO:0010647,GO:0023056,GO:0007399,GO:0016197,GO:0044085,GO:0031324,GO:0009892,GO:0010558,GO:0009890,GO:0031327,GO:0050896,GO:0051253,GO:0042633,GO:0032502,GO:0044699,GO:0010604,GO:0009987,GO:0048584,GO:0010605,GO:0051239,GO:0031325,GO:0044281,GO:0045934,GO:0051172,GO:0045935,GO:0051173,GO:0010468,GO:0065008,GO:0080134,GO:0042303,GO:0060255,GO:0009893,GO:0080090,GO:0065003,GO:0010646,GO:0048523,GO:0010629,GO:0009894,GO:0022603,GO:0044093,GO:0001932,GO:0032101,GO:0042325,GO:0023051,GO:0009966,GO:0019219,GO:0044092,GO:0051171,GO:0071702,GO:0022604,GO:0050793,GO:0048522,GO:0031323,GO:0051128,GO:0051649,GO:0051716,GO:0051129,GO:0051345,GO:0009118,GO:0030811,GO:0033121,GO:0016192,GO:0065009,GO:0048519,GO:0045595,GO:0031329,GO:0048518,GO:0033043,GO:0042592,GO:0019222,GO:0044765,GO:0051246,GO:0043085,GO:0040012,GO:0051130,GO:0006810,GO:1900542,GO:0050794,GO:0042221,GO:0048583,GO:0048869,GO:0007165,GO:2000026,GO:0050790,GO:0019220,GO:0023052,GO:0044700,GO:0006140,GO:0044767,GO:0030334,GO:0051174,GO:2000145,GO:0034613,GO:0051270,GO:0070727,GO:0051336,GO:0031399,GO:0044087,GO:0007154,GO:0051234,GO:0050789,GO:0002682,GO:0065007,GO:0008104,GO:0032268,GO:0051641,GO:0010562,GO:0045937,GO:0051179,GO:0070887,GO:0033036,GO:0010033,GO:0030154,GO:0010941,GO:0045184
113-3,NaN,NaN,NaN,NaN,NaN,0.48,NaN,0.94,0.94,0.48,0.48,0.94,0.46,0.41,NaN,0.51,0.82,0.46,NaN,NaN,NaN,NaN,0.46,NaN,0.41,0.41,0.43,0.41,0.81,0.45,0.50,0.95,0.42,0.59,0.43,0.43,0.69,0.84,0.70,0.70,0.54,0.44,0.82,0.82,0.71,0.49,0.45,0.70,0.45,0.56,0.74,0.62,0.47,0.70,0.48,0.72,0.52,0.69,0.50,0.62,0.74,0.84,0.62,0.48,0.62,0.60,0.70,0.60,0.60,0.60,0.60,0.56,0.60,0.62,0.62,0.76,0.38,0.60,0.46,0.58,0.71,0.58,0.46,0.58,0.72,0.74,0.47,0.47,0.52,0.82,0.58,0.71,0.42,0.42,0.68,0.58,0.60,0.40,0.81,0.81,0.35,0.49,0.40,0.57,0.59,0.61,0.61,0.60,0.57,0.61,NaN,0.54,0.69,0.71,0.61,0.80,0.59,0.43,0.62,0.43,0.60,0.60,0.70,0.70,0.62,0.34,0.58,NaN,0.58,0.70,0.53,0.38,0.59,0.53,0.63,0.47,0.40,0.43,0.46,0.70,0.46,0.59,0.59,0.56,0.47,0.56,NaN,0.45,0.46,0.54,0.53,0.35,0.41,0.55,0.41,0.49,0.48,0.48,0.48,0.40,0.38,0.52,0.58,0.47,0.53,NaN,0.39,0.54,0.36,0.45,0.46,0.47,0.41,0.34,0.48,0.52,NaN,0.54,0.37,0.41,0.35,0.46,0.45,0.61,0.61,0.48,0.68,0.47,0.45,0.47,0.91,0.47,0.91,0.48,0.46,0.42,0.61,0.56,0.56,0.44,0.55,0.92,0.45,0.60,0.47,0.47,0.52,NaN,0.92,NaN,0.37,0.45,0.46
114-1,NaN,1.00,0.99,0.99,0.99,0.95,0.99,0.96,0.93,0.94,0.94,0.82,0.90,0.85,0.90,0.87,0.86,0.91,0.91,0.90,0.92,0.90,0.89,0.91,0.85,0.85,0.83,0.87,0.66,0.77,0.85,0.80,0.87,0.86,0.83,0.82,0.60,0.79,0.75,0.75,0.81,0.79,0.73,0.73,0.75,0.79,0.71,0.74,0.71,0.69,0.88,0.73,0.89,0.66,0.78,0.74,0.75,0.73,0.79,0.84,0.70,0.67,0.83,0.60,0.83,0.79,0.68,0.78,0.76,0.79,0.78,0.75,0.77,0.83,0.83,0.71,0.64,0.74,0.74,0.63,0.67,0.63,0.73,0.63,0.70,0.65,0.70,0.64,0.75,0.72,0.66,0.61,0.73,0.77,0.66,0.63,0.81,0.53,0.70,0.70,0.62,0.65,0.55,0.66,0.65,0.83,0.83,0.83,0.69,0.78,0.75,0.66,0.63,0.63,0.60,0.68,0.66,0.51,0.59,0.87,0.78,0.78,0.61,0.61,0.66,0.65,0.43,0.80,0.64,0.58,0.68,0.57,0.62,0.61,0.73,0.68,0.52,0.68,0.51,0.48,0.49,0.63,0.62,0.72,0.66,0.71,0.81,0.59,0.51,0.56,0.68,0.56,0.61,0.65,0.50,0.76,0.74,0.74,0.74,0.65,0.61,0.58,0.52,0.71,0.51,0.62,0.53,0.63,0.67,0.49,0.73,0.41,0.49,0.66,0.73,0.62,0.60,0.56,0.49,0.66,0.48,0.68,0.65,0.65,0.65,0.72,0.63,0.44,0.64,0.44,0.61,0.43,0.61,0.70,0.42,0.57,0.65,0.67,0.59,0.63,0.54,0.68,0.45,0.55,0.39,0.39,0.60,0.43,0.67,0.46,0.38,0.38,0.61
115-1,NaN,1.00,1.00,1.00,1.00,0.95,1.00,0.88,0.90,0.95,0.95,0.87,0.89,0.89,0.77,0.81,0.82,0.82,0.77,0.83,0.91,0.76,0.90,0.77,0.86,0.86,0.73,0.85,0.65,0.73,0.85,0.84,0.75,0.75,0.76,0.75,0.75,0.76,0.77,0.77,0.77,0.91,0.73,0.72,0.69,0.84,0.73,0.78,0.75,0.73,0.75,0.61,0.84,0.73,0.73,0.75,0.67,0.70,0.70,0.69,0.68,0.72,0.71,0.59,0.71,0.83,0.69,0.83,0.80,0.85,0.81,0.71,0.83,0.71,0.71,0.70,0.67,0.79,0.65,0.70,0.69,0.69,0.62,0.69,0.70,0.61,0.62,0.71,0.66,0.62,0.63,0.63,0.70,0.69,0.69,0.59,0.69,0.60,0.61,0.61,0.61,0.67,0.60,0.63,0.63,0.72,0.72,0.72,0.65,0.70,0.82,0.68,0.68,0.67,0.57,0.64,0.63,0.58,0.60,0.83,0.70,0.70,0.66,0.66,0.76,0.66,0.51,0.81,0.69,0.63,0.74,0.63,0.62,0.58,0.61,0.69,0.61,0.70,0.59,0.56,0.59,0.63,0.63,0.76,0.57,0.76,0.81,0.62,0.49,0.59,0.74,0.49,0.64,0.54,0.64,0.70,0.70,0.70,0.70,0.72,0.68,0.58,0.55,0.68,0.57,0.54,0.57,0.70,0.74,0.50,0.65,0.51,0.53,0.73,0.70,0.65,0.53,0.62,0.58,0.62,0.44,0.67,0.67,0.61,0.61,0.71,0.67,0.54,0.67,0.52,0.76,0.50,0.76,0.71,0.57,0.60,0.60,0.71,0.64,0.64,0.66,0.73,0.54,0.63,0.44,0.44,0.71,0.54,0.71,0.48,0.49,0.38,0.67
116-1,NaN,0.80,0.80,0.80,0.80,0.64,0.75,0.88,0.88,0.77,0.74,0.80,0.61,0.66,0.76,0.70,0.72,0.59,0.77,0.77,0.68,0.77,0.72,0.77,0.66,0.66,0.51,0.78,0.50,0.50,0.65,0.59,0.64,0.64,0.56,0.54,0.55,0.54,0.50,0.50,0.55,0.68,0.70,0.70,0.49,0.77,0.50,0.50,0.50,0.50,0.75,0.54,0.63,0.57,0.69,0.62,0.70,0.54,0.74,0.68,0.50,0.53,0.69,0.50,0.68,0.75,0.67,0.75,0.76,0.76,0.77,0.49,0.75,0.68,0.68,0.56,0.58,0.75,0.71,0.56,0.66,0.56,0.69,0.56,0.66,0.50,0.67,0.53,0.71,0.50,0.61,0.58,0.56,0.55,0.62,0.52,0.70,0.52,0.50,0.50,0.60,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.63,0.50,0.83,0.64,0.63,0.49,0.57,0.50,0.50,0.52,0.49,0.61,0.50,0.50,0.49,0.49,0.68,0.53,0.50,0.83,0.63,0.49,0.61,0.54,0.55,0.53,0.50,0.50,0.55,0.52,0.50,0.50,0.50,0.55,0.51,0.64,0.50,0.64,0.54,0.56,0.53,0.52,0.63,0.54,0.52,0.52,0.50,0.50,0.50,0.50,0.50,0.53,0.52,0.53,0.49,0.50,0.51,0.50,0.49,0.60,0.61,0.50,0.50,0.50,0.50,0.64,0.50,0.62,0.54,0.54,0.50,0.58,0.50,0.50,0.50,0.57,0.57,0.50,0.55,0.50,0.50,0.50,0.48,0.50,0.48,0.50,0.50,0.50,0.57,0.63,0.59,0.50,0.60,0.45,0.50,0.51,0.50,0.50,0.62,0.49,0.52,0.56,0.46,0.50,0.46
116-2,NaN,0.50,0.50,0.50,0.50,0.64,0.50,0.50,0.50,0.80,0.80,0.87,0.60,0.50,0.73,0.49,0.52,0.60,0.68,0.73,0.60,0.67,0.80,0.68,0.62,0.62,0.45,0.80,0.50,0.50,0.61,0.64,0.59,0.59,0.50,0.51,0.50,0.50,0.50,0.50,0.49,0.50,0.52,0.52,0.49,0.79,0.50,0.50,0.50,0.50,0.67,0.58,0.49,0.50,0.77,0.69,0.77,0.49,0.77,0.66,0.50,0.50,0.70,0.50,0.66,0.73,0.68,0.73,0.73,0.73,0.73,0.49,0.73,0.66,0.66,0.61,0.65,0.73,0.77,0.50,0.61,0.50,0.75,0.50,0.61,0.50,0.73,0.47,0.75,0.50,0.50,0.59,0.50,0.49,0.70,0.49,0.72,0.49,0.50,0.50,0.79,0.50,0.49,0.49,0.49,0.49,0.49,0.49,0.61,0.49,0.75,0.67,0.65,0.50,0.59,0.50,0.49,0.55,0.50,0.49,0.49,0.49,0.50,0.50,0.62,0.57,0.50,0.75,0.58,0.50,0.56,0.50,0.53,0.49,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.59,0.50,0.59,0.47,0.50,0.50,0.49,0.57,0.50,0.47,0.49,0.50,0.50,0.50,0.50,0.50,0.49,0.50,0.49,0.50,0.50,0.49,0.50,0.50,0.55,0.57,0.50,0.50,0.50,0.50,0.58,0.50,0.52,0.50,0.50,0.47,0.45,0.50,0.50,0.50,0.45,0.45,0.50,0.58,0.50,0.50,0.50,0.47,0.50,0.47,0.50,0.50,0.50,0.44,0.58,0.52,0.50,0.56,0.46,0.50,0.47,0.50,0.50,0.56,0.50,0.46,0.50,0.47,0.50,0.47
117-1,NaN,0.96,0.95,0.95,0.95,0.90,0.97,0.93,0.93,0.85,0.82,0.88,0.84,0.80,0.86,0.77,0.79,0.89,0.87,0.86,0.83,0.87,0.83,0.87,0.85,0.85,0.76,0.85,0.79,0.70,0.85,0.60,0.80,0.80,0.74,0.75,0.65,0.68,0.69,0.69,0.77,0.72,0.69,0.69,0.63,0.83,0.64,0.64,0.65,0.64,0.84,0.69,0.84,0.65,0.68,0.55,0.76,0.61,0.78,0.83,0.77,0.65,0.82,0.52,0.84,0.73,0.55,0.73,0.72,0.73,0.71,0.63,0.72,0.84,0.84,0.53,0.54,0.71,0.75,0.65,0.59,0.65,0.74,0.65,0.60,0.69,0.73,0.68,0.75,0.72,0.65,0.61,0.70,0.66,0.54,0.60,0.81,0.63,0.70,0.70,0.45,0.75,0.66,0.52,0.50,0.64,0.64,0.64,0.58,0.66,0.73,0.51,0.59,0.56,0.61,0.69,0.53,0.56,0.58,0.86,0.65,0.65,0.58,0.57,0.62,0.61,0.58,0.71,0.55,0.56,0.61,0.61,0.64,0.53,0.52,0.68,0.55,0.61,0.54,0.60,0.52,0.65,0.65,0.65,0.67,0.64,0.71,0.56,0.57,0.61,0.60,0.52,0.61,0.54,0.51,0.55,0.68,0.68,0.68,0.60,0.61,0.53,0.58,0.63,0.59,0.60,0.55,0.53,0.66,0.49,0.58,0.47,0.52,0.67,0.68,0.58,0.48,0.62,0.41,0.45,0.51,0.61,0.57,0.44,0.44,0.65,0.39,0.46,0.57,0.45,0.66,0.45,0.65,0.59,0.45,0.54,0.43,0.65,0.53,0.49,0.53,0.59,0.45,0.56,0.45,0.45,0.62,0.50,0.53,0.54,0.41,0.35,0.37
117-2,NaN,1.00,1.00,1.00,1.00,0.70,0.94,0.94,0.94,0.67,0.67,0.50,0.75,0.49,0.94,0.66,0.85,0.79,0.93,0.94,0.49,0.93,1.00,0.93,0.84,0.84,0.60,0.86,0.67,0.49,0.83,NaN,0.74,0.74,0.56,0.56,0.48,0.73,0.48,0.48,0.74,0.49,0.83,0.83,0.47,0.77,0.49,0.49,0.49,0.49,0.69,0.49,0.82,0.68,0.62,0.38,0.74,0.68,0.75,0.63,0.75,0.71,0.71,0.67,0.63,0.75,0.38,0.75,0.63,0.65,0.57,0.62,0.70,0.63,0.63,0.41,NaN,0.63,0.71,0.83,0.54,0.83,0.70,0.83,0.56,0.75,0.68,0.45,0.70,0.47,0.83,0.62,0.94,0.59,0.38,0.60,0.73,0.92,0.47,0.47,0.46,0.49,0.92,0.65,0.60,0.49,0.49,0.49,0.59,0.49,0.75,0.55,0.57,0.48,0.54,0.46,0.61,0.49,0.47,0.89,0.49,0.49,0.48,0.48,0.59,0.54,0.47,0.75,0.70,0.47,0.77,0.94,0.69,0.55,0.49,0.81,0.49,0.80,0.74,0.49,0.74,0.71,0.77,0.74,0.75,0.73,0.45,0.50,0.46,0.58,0.80,0.55,0.42,0.52,0.48,0.98,0.99,0.99,0.99,0.46,0.75,0.57,0.47,0.98,0.65,0.54,0.46,0.72,0.42,0.61,0.97,0.50,0.59,0.40,0.97,0.69,0.59,0.69,0.48,0.53,0.46,0.97,0.84,0.49,0.49,0.97,0.60,0.50,0.84,0.50,0.45,0.50,0.45,0.98,0.66,0.49,0.49,0.40,0.69,0.66,0.66,0.44,0.65,0.41,0.49,0.49,0.31,0.48,0.44,0.48,0.48,0.49,0.46
119-1,NaN,0.96,0.96,0.96,0.96,0.84,0.95,0.94,0.94,0.77,0.80,0.72,0.83,0.83,0.88,0.81,0.83,0.84,0.87,0.88,0.86,0.87,0.87,0.87,0.83,0.83,0.68,0.83,0.70,0.63,0.82,0.74,0.79,0.79,0.69,0.71,0.68,0.71,0.64,0.64,0.76,0.63,0.75,0.75,0.59,0.79,0.62,0.61,0.62,0.58,0.88,0.69,0.84,0.69,0.69,0.64,0.72,0.66,0.75,0.82,0.70,0.64,0.82,0.57,0.81,0.71,0.61,0.72,0.71,0.70,0.71,0.64,0.71,0.81,0.81,0.63,0.67,0.70,0.73,0.69,0.57,0.69,0.72,0.69,0.57,0.65,0.70,0.69,0.73,0.71,0.74,0.63,0.64,0.74,0.59,0.53,0.78,0.54,0.74,0.69,0.63,0.65,0.54,0.59,0.59,0.67,0.66,0.67,0.67,0.63,0.60,0.54,0.59,0.60,0.61,0.70,0.60,0.49,0.61,0.81,0.62,0.62,0.53,0.52,0.61,0.62,0.48,0.59,0.59,0.63,0.62,0.56,0.71,0.58,0.58,0.61,0.46,0.61,0.64,0.52,0.62,0.70,0.68,0.65,0.61,0.64,0.86,0.52,0.47,0.58,0.61,0.56,0.68,0.63,0.53,0.70,0.68,0.68,0.68,0.62,0.54,0.57,0.47,0.63,0.58,0.55,0.60,0.57,0.71,0.58,0.67,0.44,0.50,0.70,0.67,0.55,0.56,0.59,0.49,0.61,0.36,0.59,0.67,0.59,0.59,0.65,0.54,0.46,0.66,0.46,0.60,0.49,0.60,0.64,0.59,0.58,0.58,0.67,0.50,0.67,0.50,0.62,0.60,0.62,0.54,0.54,0.62,0.46,0.61,0.41,0.38,0.32,0.62
120-1,NaN,1.00,1.00,1.00,0.99,0.95,0.98,0.97,0.97,0.94,0.94,0.83,0.90,0.85,0.78,0.83,0.86,0.89,0.80,0.78,0.92,0.79,0.88,0.80,0.85,0.85,0.85,0.87,0.72,0.77,0.84,0.78,0.84,0.84,0.83,0.84,0.61,0.75,0.74,0.74,0.79,0.80,0.73,0.74,0.76,0.80,0.71,0.72,0.71,0.67,0.88,0.77,0.87,0.65,0.77,0.73,0.74,0.76,0.76,0.82,0.67,0.63,0.82,0.65,0.83,0.82,0.71,0.82,0.81,0.82,0.82,0.78,0.81,0.81,0.81,0.71,0.67,0.79,0.72,0.63,0.67,0.62,0.70,0.62,0.69,0.74,0.69,0.61,0.71,0.70,0.64,0.62,0.70,0.76,0.67,0.64,0.77,0.51,0.68,0.68,0.61,0.63,0.58,0.71,0.70,0.88,0.88,0.88,0.69,0.84,0.82,0.65,0.64,0.62,0.60,0.66,0.70,0.52,0.58,0.82,0.84,0.84,0.60,0.60,0.69,0.62,0.47,0.88,0.66,0.57,0.70,0.53,0.65,0.61,0.76,0.65,0.56,0.68,0.44,0.59,0.42,0.65,0.64,0.74,0.63,0.74,0.79,0.53,0.50,0.58,0.69,0.54,0.58,0.64,0.46,0.77,0.71,0.71,0.71,0.63,0.63,0.58,0.51,0.66,0.53,0.60,0.48,0.64,0.64,0.49,0.73,0.51,0.49,0.68,0.71,0.63,0.55,0.57,0.47,0.67,0.44,0.69,0.66,0.66,0.66,0.72,0.64,0.53,0.66,0.53,0.60,0.51,0.60,0.73,0.39,0.53,0.65,0.68,0.60,0.60,0.55,0.65,0.47,0.52,0.35,0.35,0.61,0.40,0.65,0.45,0.38,0.41,0.53
120-2,NaN,0.50,0.50,0.50,0.50,0.65,0.50,0.90,0.90,0.75,0.74,0.83,0.72,0.80,0.54,0.53,0.86,0.84,0.55,0.54,0.92,0.55,0.80,0.52,0.79,0.79,0.71,0.81,0.55,0.61,0.79,0.77,0.84,0.84,0.70,0.67,0.44,0.65,0.63,0.77,0.73,0.77,0.75,0.75,0.50,0.74,0.61,0.77,0.61,0.63,0.70,0.63,0.80,0.49,0.70,0.71,0.71,0.56,0.75,0.75,0.49,0.62,0.72,0.50,0.77,0.73,0.72,0.73,0.72,0.74,0.74,0.73,0.73,0.75,0.75,0.70,0.61,0.71,0.68,0.50,0.69,0.56,0.67,0.50,0.71,0.48,0.65,0.54,0.70,0.52,0.50,0.61,0.50,0.73,0.67,0.51,0.69,0.50,0.52,0.52,0.58,0.50,0.52,0.53,0.54,0.63,0.63,0.63,0.55,0.60,0.50,0.75,0.64,0.66,0.56,0.51,0.56,0.49,0.57,0.76,0.60,0.60,0.58,0.58,0.67,0.55,0.49,0.50,0.62,0.62,0.65,0.51,0.60,0.51,0.66,0.62,0.50,0.57,0.47,0.50,0.45,0.60,0.61,0.70,0.62,0.70,0.54,0.50,0.47,0.58,0.66,0.55,0.55,0.51,0.50,0.64,0.69,0.69,0.69,0.51,0.55,0.53,0.49,0.65,0.57,0.53,0.55,0.62,0.67,0.51,0.60,0.49,0.53,0.69,0.69,0.57,0.52,0.60,0.57,0.52,0.50,0.61,0.60,0.51,0.51,0.67,0.67,0.49,0.60,0.49,0.54,0.49,0.54,0.62,0.47,0.50,0.51,0.71,0.56,0.69,0.53,0.56,0.49,0.55,0.48,0.48,0.69,0.49,0.54,0.52,0.50,0.47,0.46
120-3,NaN,0.50,0.50,0.50,0.50,0.54,0.50,0.49,0.49,0.57,0.53,0.50,0.50,0.50,0.45,0.50,0.52,0.59,0.44,0.45,0.92,0.44,0.50,0.45,0.55,0.55,0.63,0.60,0.50,0.64,0.56,0.50,0.64,0.68,0.60,0.59,0.50,0.50,0.62,0.65,0.59,0.50,0.53,0.53,0.50,0.60,0.63,0.65,0.63,0.63,0.52,0.50,0.62,0.50,0.55,0.52,0.62,0.50,0.57,0.57,0.50,0.50,0.55,0.50,0.75,0.73,0.57,0.73,0.72,0.74,0.74,0.60,0.73,0.57,0.60,0.52,0.50,0.70,0.59,0.50,0.52,0.50,0.61,0.50,0.52,0.50,0.62,0.50,0.59,0.49,0.50,0.58,0.50,0.50,0.51,0.50,0.54,0.50,0.49,0.49,0.50,0.50,0.50,0.48,0.50,0.53,0.53,0.53,0.48,0.52,0.50,0.57,0.58,0.58,0.55,0.49,0.51,0.51,0.55,0.66,0.52,0.52,0.57,0.57,0.68,0.54,0.50,0.50,0.60,0.55,0.59,0.50,0.55,0.50,0.57,0.50,0.50,0.50,0.48,0.50,0.47,0.55,0.54,0.63,0.55,0.63,0.50,0.50,0.50,0.51,0.61,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.55,0.50,0.58,0.60,0.68,0.46,0.50,0.53,0.50,0.72,0.50,0.55,0.49,0.56,0.52,0.55,0.50,0.52,0.47,0.55,0.55,0.50,0.50,0.50,0.47,0.50,0.50,0.50,0.50,0.53,0.48,0.50,0.55,0.74,0.58,0.68,0.54,0.50,0.47,0.54,0.49,0.49,0.71,0.50,0.50,0.49,0.53,0.49,0.50
121-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.88,0.88,0.50,0.50,0.74,0.80,0.59,0.69,0.70,0.74,0.54,0.76,0.69,0.71,0.75,0.75,0.76,0.61,0.61,0.56,0.80,0.50,0.50,0.61,0.50,0.78,0.78,0.58,0.56,0.49,0.59,0.50,0.50,0.72,0.78,0.72,0.72,0.57,0.79,0.50,0.50,0.50,0.50,0.81,0.58,0.70,0.52,0.66,0.49,0.68,0.54,0.73,0.74,0.50,0.58,0.74,0.50,0.74,0.78,0.62,0.78,0.80,0.80,0.83,0.50,0.78,0.74,0.74,0.49,0.49,0.80,0.70,0.57,0.56,0.57,0.67,0.57,0.55,0.50,0.66,0.49,0.71,0.50,0.57,0.60,0.51,0.50,0.49,0.52,0.77,0.49,0.50,0.50,0.50,0.50,0.49,0.49,0.49,0.50,0.50,0.50,0.60,0.50,0.50,0.60,0.56,0.50,0.63,0.50,0.50,0.50,0.50,0.67,0.50,0.50,0.50,0.50,0.76,0.48,0.50,0.50,0.67,0.50,0.71,0.50,0.64,0.54,0.50,0.83,0.50,0.71,0.50,0.50,0.50,0.66,0.64,0.79,0.58,0.79,0.58,0.50,0.50,0.50,0.71,0.50,0.48,0.58,0.50,0.74,0.89,0.89,0.89,0.48,0.67,0.54,0.50,0.89,0.51,0.50,0.49,0.69,0.66,0.50,0.71,0.50,0.50,0.66,0.89,0.61,0.62,0.62,0.47,0.53,0.50,0.70,0.67,0.60,0.60,0.89,0.49,0.50,0.67,0.50,0.49,0.50,0.49,0.74,0.50,0.50,0.59,0.66,0.61,0.62,0.62,0.45,0.50,0.48,0.50,0.50,0.63,0.58,0.45,0.67,0.47,0.50,0.45
121-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.50,0.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.50,NaN,NaN,NaN,0.42,NaN,NaN,NaN,0.50,0.50,NaN,0.50,NaN,NaN,0.50,NaN,0.50,0.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42,0.42,0.83,0.50,NaN,NaN,NaN,NaN,0.50,1.00,NaN,0.42,1.00,NaN,0.50,0.83,0.50,0.50,0.50,0.50,0.50,0.50,0.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.50,0.50,NaN,NaN,NaN,0.50,0.50,0.25,0.50,0.50,0.50,0.25,0.50,0.50,NaN,0.50,NaN,0.50,0.88,NaN,NaN,NaN,0.83,0.50,NaN,NaN,NaN,NaN,NaN,NaN,0.33,0.33,NaN,NaN,NaN,0.75,NaN,NaN,NaN,0.55,NaN,0.80,NaN,0.42,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33,NaN,0.42,NaN,1.00,0.58,NaN,NaN,NaN,0.50,0.50,NaN,0.42,1.00,0.50,NaN,0.50,NaN,NaN,NaN,NaN,NaN,0.33,0.50,NaN,0.75,0.50,0.50,NaN,NaN,NaN,NaN,0.50,0.58,NaN,NaN,0.83,NaN,NaN,0.25,0.42,0.50,0.50,0.50,NaN,0.42,NaN,0.58,NaN,0.75,NaN,0.50,NaN,0.50,0.42,1.00,1.00,NaN,NaN,0.50,0.42,0.50,NaN,0.50,NaN,0.50,0.50,NaN,1.00,0.42,0.40,1.00,0.40,NaN,0.50,NaN,NaN,NaN,0.33,NaN,NaN,NaN,NaN,NaN,NaN
121-3,NaN,0.67,0.67,0.67,0.67,0.55,0.67,0.87,0.87,0.50,0.50,0.74,0.75,0.79,0.70,0.91,0.77,0.58,0.74,0.70,0.77,0.74,0.81,0.74,0.64,0.64,0.63,0.77,0.49,0.50,0.64,0.71,0.78,0.78,0.64,0.63,0.58,0.59,0.49,0.49,0.73,0.98,0.74,0.74,0.65,0.78,0.50,0.50,0.50,0.49,0.80,0.61,0.70,0.57,0.72,0.73,0.72,0.71,0.72,0.75,0.50,0.57,0.78,0.49,0.75,0.76,0.73,0.76,0.78,0.78,0.80,0.53,0.76,0.75,0.75,0.69,0.57,0.74,0.71,0.62,0.61,0.62,0.69,0.62,0.59,0.50,0.68,0.48,0.70,0.49,0.62,0.63,0.56,0.48,0.67,0.65,0.78,0.56,0.49,0.49,0.68,0.50,0.55,0.59,0.56,0.75,0.75,0.75,0.64,0.66,0.83,0.69,0.59,0.49,0.65,0.49,0.56,0.57,0.49,0.67,0.66,0.66,0.49,0.49,0.74,0.62,0.49,0.83,0.65,0.49,0.67,0.53,0.64,0.58,0.64,0.67,0.55,0.74,0.50,0.49,0.50,0.66,0.65,0.73,0.55,0.73,0.77,0.56,0.52,0.48,0.68,0.53,0.51,0.59,0.55,0.69,0.82,0.82,0.82,0.57,0.65,0.57,0.49,0.74,0.51,0.54,0.48,0.66,0.72,0.49,0.69,0.50,0.57,0.69,0.82,0.58,0.58,0.61,0.62,0.45,0.49,0.66,0.67,0.52,0.52,0.82,0.65,0.50,0.67,0.50,0.48,0.50,0.48,0.68,0.50,0.55,0.52,0.69,0.58,0.58,0.61,0.44,0.49,0.54,0.50,0.50,0.65,0.55,0.51,0.60,0.55,0.50,0.45
