ID-model,GO:0005575,GO:0044456,GO:0045202,GO:0044425,GO:0005783,GO:0031981,GO:0005654,GO:0030054,GO:0070013,GO:0005615,GO:0043233,GO:0044428,GO:0031974,GO:0043005,GO:0071944,GO:0044427,GO:0005886,GO:0043234,GO:0005694,GO:0005634,GO:0097458,GO:0070161,GO:0042995,GO:0005856,GO:0005730,GO:0044430,GO:0005739,GO:0044463,GO:0032991,GO:0005912,GO:0044421,GO:0005576,GO:0016020,GO:0043228,GO:0043232,GO:0030424,GO:0005829,GO:0044446,GO:0044422,GO:0005924,GO:0005794,GO:0030055,GO:0012505,GO:0043231,GO:0043230,GO:0065010,GO:0070062,GO:0005925,GO:0031988,GO:0043229,GO:0031982,GO:0044444,GO:0044424,GO:0043226,GO:0005622,GO:0043227,GO:0005623,GO:0044464,GO:0005737
87-1,NaN,0.78,0.78,0.81,0.81,0.65,0.61,0.65,0.66,0.69,0.66,0.63,0.65,0.61,0.75,0.64,0.75,0.60,0.66,0.74,0.64,0.65,0.59,0.67,0.61,0.64,0.69,0.57,0.60,0.65,0.60,0.65,0.66,0.60,0.60,0.47,0.65,0.60,0.59,0.65,0.75,0.65,0.55,0.62,0.50,0.50,0.50,0.62,0.56,0.59,0.56,0.60,0.56,0.58,0.55,0.57,0.52,0.51,0.55
87-2,NaN,0.79,0.79,0.82,0.81,0.65,0.61,0.65,0.66,0.65,0.65,0.63,0.65,0.60,0.75,0.64,0.76,0.61,0.66,0.72,0.63,0.65,0.59,0.68,0.60,0.65,0.69,0.57,0.61,0.65,0.59,0.65,0.67,0.60,0.60,0.47,0.66,0.60,0.59,0.65,0.74,0.65,0.54,0.61,0.50,0.50,0.50,0.62,0.56,0.58,0.56,0.58,0.54,0.58,0.55,0.57,0.52,0.51,0.52
87-3,NaN,0.68,0.71,0.71,0.75,0.62,0.62,0.67,0.62,0.57,0.62,0.61,0.62,0.55,0.68,0.54,0.68,0.64,0.57,0.68,0.59,0.63,0.58,0.62,0.56,0.62,0.76,0.55,0.61,0.63,0.54,0.60,0.61,0.58,0.58,0.49,0.60,0.54,0.53,0.62,0.61,0.62,0.68,0.61,0.50,0.50,0.50,0.59,0.52,0.57,0.51,0.60,0.55,0.52,0.55,0.54,0.56,0.55,0.57
88-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
89-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
89-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
89-3,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
91-1,NaN,0.41,0.39,0.42,0.49,0.56,0.59,0.58,0.56,0.50,0.56,0.54,0.56,0.36,0.45,0.48,0.45,0.50,0.48,0.54,0.36,0.55,0.39,0.48,0.50,0.49,0.50,0.36,0.50,0.55,0.50,0.50,0.53,0.47,0.47,0.36,0.58,0.49,0.49,0.56,0.48,0.58,0.35,0.51,0.50,0.50,0.50,0.56,0.50,0.50,0.50,0.50,0.51,0.56,0.50,0.57,0.43,0.45,0.51
91-2,NaN,0.50,0.50,0.50,0.49,0.56,0.59,0.56,0.56,0.50,0.56,0.54,0.56,0.50,0.52,0.48,0.52,0.50,0.48,0.54,0.50,0.55,0.49,0.48,0.50,0.49,0.50,0.50,0.50,0.55,0.50,0.50,0.53,0.47,0.47,0.50,0.61,0.49,0.49,0.56,0.48,0.56,0.48,0.51,0.50,0.50,0.50,0.56,0.50,0.51,0.50,0.52,0.50,0.56,0.50,0.57,0.43,0.45,0.51
91-3,NaN,0.43,0.40,0.43,0.50,0.59,0.52,0.66,0.60,0.52,0.60,0.57,0.60,0.36,0.45,0.47,0.45,0.46,0.47,0.51,0.36,0.47,0.40,0.51,0.58,0.49,0.51,0.36,0.47,0.47,0.51,0.51,0.54,0.56,0.56,0.36,0.47,0.54,0.54,0.47,0.56,0.71,0.35,0.51,0.52,0.52,0.52,0.47,0.52,0.51,0.52,0.49,0.50,0.54,0.49,0.55,0.43,0.45,0.51
93-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
93-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
94-1,NaN,0.73,0.79,0.78,0.75,0.73,0.76,0.63,0.72,0.59,0.72,0.70,0.72,0.61,0.71,0.68,0.71,0.73,0.70,0.78,0.68,0.63,0.62,0.74,0.63,0.69,0.79,0.58,0.71,0.63,0.57,0.63,0.68,0.67,0.67,0.54,0.52,0.66,0.65,0.65,0.71,0.65,0.70,0.71,0.50,0.50,0.50,0.62,0.53,0.67,0.52,0.64,0.62,0.59,0.62,0.60,0.57,0.57,0.60
95-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
95-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
96-1,NaN,0.50,0.50,0.42,0.48,0.57,0.63,0.53,0.55,0.53,0.54,0.55,0.54,0.49,0.46,0.47,0.47,0.38,0.46,0.55,0.49,0.52,0.45,0.54,0.49,0.53,0.52,0.47,0.38,0.52,0.55,0.57,0.49,0.45,0.45,0.50,0.53,0.46,0.45,0.53,0.55,0.53,0.43,0.49,0.50,0.50,0.50,0.53,0.55,0.45,0.55,0.42,0.42,0.68,0.40,0.71,0.27,0.31,0.46
96-2,NaN,0.49,0.48,0.40,0.49,0.58,0.53,0.51,0.57,0.51,0.56,0.58,0.58,0.48,0.42,0.53,0.42,0.38,0.52,0.53,0.46,0.52,0.42,0.48,0.49,0.48,0.48,0.47,0.38,0.53,0.55,0.55,0.49,0.45,0.45,0.49,0.52,0.46,0.45,0.48,0.45,0.48,0.43,0.48,0.51,0.51,0.51,0.48,0.58,0.45,0.58,0.42,0.42,0.68,0.40,0.71,0.27,0.31,0.46
96-3,NaN,0.49,0.48,0.38,0.48,0.54,0.57,0.59,0.55,0.51,0.55,0.54,0.54,0.46,0.45,0.48,0.46,0.37,0.47,0.53,0.46,0.52,0.44,0.50,0.54,0.46,0.44,0.45,0.38,0.52,0.59,0.59,0.53,0.46,0.46,0.49,0.49,0.46,0.45,0.51,0.57,0.51,0.38,0.48,0.51,0.51,0.51,0.51,0.59,0.45,0.59,0.42,0.42,0.68,0.40,0.70,0.26,0.31,0.46
97-1,NaN,0.54,0.57,0.76,0.65,0.66,0.57,0.56,0.68,0.56,0.68,0.65,0.68,0.53,0.62,0.69,0.62,0.59,0.76,0.78,0.53,0.52,0.53,0.61,0.64,0.61,0.72,0.53,0.56,0.52,0.54,0.62,0.60,0.65,0.65,0.50,0.60,0.61,0.62,0.50,0.65,0.50,0.74,0.73,0.50,0.50,0.50,0.50,0.51,0.71,0.51,0.62,0.67,0.61,0.66,0.60,0.61,0.63,0.57
97-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
97-3,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
98-1,NaN,0.82,0.82,0.58,0.65,0.55,0.54,0.43,0.52,0.52,0.52,0.49,0.52,0.87,0.57,0.66,0.57,0.58,0.68,0.49,0.87,0.43,0.74,0.57,0.53,0.59,0.71,0.84,0.59,0.42,0.48,0.48,0.58,0.57,0.57,0.78,0.62,0.41,0.42,0.34,0.43,0.34,0.71,0.50,0.50,0.50,0.70,0.35,0.42,0.50,0.41,0.53,0.54,0.48,0.54,0.48,0.54,0.55,0.54
99-1,NaN,0.69,0.80,0.67,0.81,0.80,0.85,0.82,0.78,0.71,0.78,0.80,0.77,0.68,0.72,0.74,0.73,0.67,0.78,0.78,0.66,0.77,0.72,0.77,0.69,0.73,0.74,0.76,0.64,0.77,0.63,0.64,0.65,0.69,0.69,0.66,0.62,0.68,0.65,0.63,0.70,0.63,0.74,0.73,0.55,0.55,0.55,0.63,0.57,0.72,0.56,0.62,0.67,0.59,0.65,0.58,0.60,0.62,0.62
