ID-model,GO:0008150,GO:2001141,GO:0051252,GO:0010556,GO:0031326,GO:0009889,GO:2000112,GO:0006508,GO:0019219,GO:0051171,GO:0031324,GO:0019538,GO:0009892,GO:0080090,GO:0031323,GO:0043170,GO:0010468,GO:0060255,GO:0090304,GO:0006725,GO:0051641,GO:0006810,GO:0044260,GO:0008152,GO:0006139,GO:0071704,GO:0048523,GO:0046483,GO:0048519,GO:0006807,GO:0034641,GO:1901360,GO:0044238,GO:0019222,GO:0051234,GO:0065008,GO:0048522,GO:0048518,GO:0044237,GO:0007010,GO:0007154,GO:0051716,GO:0050794,GO:0051179,GO:0051128,GO:0065007,GO:0050789,GO:0002244,GO:0048869,GO:0048468,GO:0030154,GO:0048583,GO:0044763,GO:0051239,GO:0006996,GO:0044699,GO:0006950,GO:0050896,GO:0002376,GO:0023051,GO:0042221,GO:0010646,GO:0071840,GO:0009987,GO:0016043,GO:0050793,GO:0048731,GO:0048513,GO:0032502,GO:0044707,GO:0032501,GO:0007275,GO:0048856,GO:0051049,GO:0030097,GO:0048534,GO:0044767,GO:0002520,GO:0032879
70-1,NaN,0.79,0.76,0.79,0.82,0.79,0.69,0.79,0.82,0.79,0.72,0.68,0.82,0.76,0.74,0.65,0.74,0.74,0.70,0.69,0.80,0.68,0.69,0.66,0.68,0.63,0.56,0.68,0.59,0.70,0.69,0.69,0.62,0.67,0.75,0.68,0.56,0.49,0.71,0.76,0.63,0.40,0.63,0.72,0.59,0.58,0.58,0.50,0.61,0.71,0.61,0.67,0.68,0.53,0.64,0.68,0.52,0.48,0.51,0.55,0.56,0.60,0.65,0.60,0.61,0.61,0.53,0.49,0.56,0.54,0.48,0.56,0.53,0.64,0.31,0.31,0.58,0.36,0.65
70-2,NaN,0.76,0.80,0.75,0.75,0.81,0.62,0.50,0.77,0.82,0.68,0.52,0.71,0.72,0.77,0.52,0.64,0.70,0.64,0.63,0.61,0.76,0.69,0.53,0.57,0.52,0.65,0.60,0.62,0.60,0.57,0.60,0.52,0.69,0.67,0.49,0.57,0.55,0.58,0.62,0.52,0.50,0.61,0.65,0.50,0.56,0.59,0.50,0.53,0.55,0.59,0.55,0.54,0.50,0.50,0.57,0.44,0.48,0.60,0.53,0.52,0.54,0.49,0.46,0.49,0.59,0.49,0.46,0.47,0.53,0.49,0.48,0.49,0.35,0.50,0.46,0.50,0.48,0.42
70-3,NaN,0.50,0.87,0.50,0.50,0.50,0.50,0.48,0.86,0.86,0.50,0.51,0.50,0.81,0.81,0.57,0.59,0.77,0.72,0.71,0.62,0.82,0.73,0.59,0.73,0.57,0.42,0.71,0.51,0.70,0.71,0.61,0.56,0.74,0.76,0.67,0.41,0.52,0.68,0.52,0.56,0.45,0.65,0.72,0.45,0.59,0.64,0.50,0.52,0.48,0.52,0.47,0.51,0.51,0.66,0.49,0.49,0.43,0.49,0.45,0.48,0.48,0.58,0.53,0.58,0.49,0.44,0.52,0.46,0.46,0.46,0.44,0.45,0.50,0.50,0.50,0.54,0.50,0.55
72-1,NaN,0.76,0.73,0.78,0.78,0.77,0.77,0.74,0.69,0.69,0.73,0.71,0.73,0.67,0.65,0.70,0.71,0.66,0.64,0.63,0.51,0.65,0.63,0.69,0.61,0.66,0.61,0.63,0.65,0.65,0.64,0.62,0.65,0.58,0.64,0.55,0.52,0.52,0.68,0.59,0.49,0.55,0.60,0.60,0.61,0.56,0.56,0.50,0.51,0.50,0.51,0.59,0.53,0.45,0.58,0.53,0.45,0.52,0.54,0.52,0.49,0.52,0.53,0.45,0.53,0.53,0.48,0.50,0.49,0.47,0.47,0.48,0.48,0.51,0.50,0.50,0.48,0.50,0.50
72-2,NaN,0.76,0.70,0.78,0.78,0.78,0.77,0.72,0.67,0.67,0.69,0.68,0.69,0.67,0.64,0.65,0.66,0.63,0.61,0.59,0.53,0.60,0.60,0.64,0.59,0.62,0.61,0.59,0.60,0.62,0.63,0.59,0.63,0.59,0.62,0.49,0.53,0.54,0.58,0.49,0.45,0.49,0.62,0.60,0.58,0.60,0.60,0.50,0.50,0.50,0.50,0.53,0.53,0.50,0.56,0.51,0.47,0.45,0.50,0.54,0.48,0.54,0.54,0.51,0.54,0.54,0.51,0.52,0.51,0.51,0.50,0.51,0.52,0.50,0.50,0.50,0.51,0.50,0.49
73-1,NaN,0.72,0.72,0.70,0.70,0.70,0.66,0.89,0.75,0.75,0.69,0.79,0.68,0.70,0.64,0.70,0.63,0.62,0.64,0.69,0.78,0.75,0.68,0.66,0.69,0.67,0.50,0.69,0.51,0.69,0.67,0.68,0.66,0.56,0.76,0.59,0.57,0.55,0.65,0.68,0.53,0.55,0.55,0.73,0.58,0.54,0.59,0.49,0.55,0.47,0.55,0.62,0.52,0.52,0.62,0.52,0.49,0.50,0.53,0.48,0.51,0.48,0.62,0.48,0.63,0.44,0.59,0.51,0.56,0.61,0.60,0.61,0.55,0.36,0.41,0.41,0.48,0.40,0.33
73-2,NaN,0.72,0.71,0.74,0.74,0.74,0.72,0.89,0.74,0.74,0.69,0.79,0.68,0.72,0.66,0.71,0.63,0.62,0.68,0.73,0.78,0.75,0.69,0.66,0.73,0.67,0.51,0.74,0.51,0.73,0.72,0.73,0.67,0.57,0.76,0.64,0.58,0.54,0.66,0.70,0.54,0.54,0.56,0.73,0.57,0.54,0.58,0.49,0.54,0.46,0.55,0.61,0.52,0.51,0.62,0.52,0.49,0.50,0.53,0.48,0.52,0.48,0.62,0.48,0.62,0.43,0.59,0.52,0.56,0.60,0.59,0.60,0.54,0.35,0.40,0.40,0.48,0.40,0.33
73-3,NaN,0.73,0.74,0.69,0.69,0.68,0.68,0.55,0.76,0.75,0.71,0.56,0.70,0.67,0.61,0.56,0.64,0.62,0.57,0.57,0.57,0.52,0.57,0.52,0.58,0.52,0.58,0.56,0.54,0.55,0.54,0.56,0.54,0.56,0.56,0.55,0.60,0.56,0.53,0.67,0.53,0.54,0.55,0.55,0.57,0.56,0.55,0.49,0.53,0.51,0.51,0.57,0.52,0.54,0.53,0.52,0.52,0.45,0.51,0.54,0.47,0.54,0.54,0.49,0.55,0.50,0.52,0.53,0.55,0.54,0.54,0.54,0.54,0.35,0.38,0.37,0.53,0.37,0.33
74-1,NaN,0.66,0.69,0.69,0.69,0.69,0.77,0.61,0.68,0.68,0.68,0.59,0.68,0.70,0.70,0.58,0.69,0.68,0.63,0.63,0.60,0.65,0.67,0.62,0.60,0.57,0.64,0.62,0.63,0.62,0.59,0.62,0.54,0.66,0.64,0.60,0.60,0.57,0.70,0.52,0.60,0.54,0.63,0.60,0.61,0.60,0.60,0.50,0.52,0.57,0.52,0.55,0.49,0.54,0.54,0.51,0.56,0.48,0.57,0.53,0.53,0.53,0.49,0.54,0.47,0.50,0.49,0.49,0.49,0.47,0.46,0.47,0.47,0.50,0.52,0.52,0.47,0.52,0.49
74-2,NaN,0.84,0.83,0.85,0.85,0.85,0.86,0.87,0.81,0.81,0.56,0.77,0.55,0.82,0.76,0.78,0.80,0.81,0.84,0.84,0.68,0.68,0.77,0.73,0.83,0.73,0.50,0.83,0.50,0.83,0.82,0.82,0.71,0.73,0.69,0.60,0.49,0.53,0.72,0.68,0.73,0.54,0.66,0.69,0.49,0.64,0.65,0.50,0.59,0.55,0.54,0.60,0.62,0.46,0.63,0.64,0.55,0.50,0.55,0.54,0.57,0.54,0.64,0.56,0.62,0.51,0.57,0.50,0.55,0.54,0.54,0.50,0.54,0.51,0.51,0.50,0.52,0.50,0.50
75-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
75-2,NaN,0.89,0.88,0.87,0.87,0.87,0.84,0.93,0.87,0.87,0.86,0.87,0.82,0.81,0.78,0.77,0.77,0.76,0.88,0.85,0.80,0.74,0.81,0.73,0.85,0.73,0.66,0.85,0.63,0.83,0.84,0.85,0.73,0.67,0.76,0.64,0.66,0.67,0.74,0.81,0.62,0.56,0.71,0.76,0.62,0.66,0.70,0.48,0.68,0.66,0.66,0.65,0.61,0.71,0.71,0.61,0.63,0.60,0.63,0.58,0.54,0.58,0.68,0.63,0.66,0.55,0.61,0.61,0.63,0.58,0.58,0.61,0.62,0.48,0.49,0.49,0.57,0.48,0.47
79-1,NaN,0.77,0.77,0.74,0.74,0.74,0.72,0.62,0.78,0.78,0.74,0.84,0.72,0.72,0.68,0.77,0.68,0.68,0.70,0.69,0.64,0.65,0.76,0.75,0.70,0.72,0.62,0.70,0.63,0.67,0.66,0.68,0.70,0.64,0.65,0.59,0.60,0.57,0.71,0.63,0.53,0.46,0.59,0.61,0.61,0.60,0.58,0.48,0.57,0.43,0.60,0.57,0.51,0.54,0.56,0.52,0.51,0.41,0.50,0.60,0.34,0.60,0.61,0.52,0.59,0.57,0.46,0.40,0.50,0.51,0.49,0.49,0.43,0.49,0.42,0.42,0.43,0.42,0.46
79-2,NaN,0.79,0.79,0.76,0.76,0.76,0.74,0.63,0.74,0.74,0.76,0.83,0.75,0.70,0.68,0.75,0.71,0.69,0.62,0.60,0.57,0.70,0.71,0.70,0.59,0.69,0.57,0.61,0.59,0.58,0.56,0.59,0.67,0.63,0.64,0.57,0.56,0.52,0.65,0.51,0.55,0.47,0.55,0.61,0.53,0.57,0.53,0.50,0.54,0.48,0.56,0.52,0.45,0.50,0.45,0.45,0.53,0.46,0.53,0.52,0.40,0.52,0.45,0.47,0.46,0.47,0.49,0.46,0.50,0.52,0.49,0.49,0.44,0.44,0.45,0.45,0.44,0.45,0.41
79-3,NaN,0.82,0.81,0.78,0.78,0.78,0.78,0.75,0.74,0.74,0.74,0.88,0.71,0.73,0.66,0.79,0.71,0.68,0.72,0.69,0.57,0.75,0.77,0.77,0.69,0.74,0.58,0.70,0.59,0.69,0.67,0.68,0.72,0.64,0.70,0.59,0.57,0.55,0.74,0.53,0.56,0.47,0.61,0.66,0.59,0.61,0.59,0.48,0.58,0.44,0.58,0.55,0.57,0.53,0.50,0.53,0.47,0.46,0.52,0.54,0.36,0.54,0.55,0.55,0.56,0.58,0.49,0.44,0.52,0.51,0.48,0.47,0.43,0.44,0.43,0.42,0.46,0.42,0.41
80-1,NaN,0.66,0.69,0.68,0.68,0.68,0.76,0.61,0.68,0.68,0.72,0.61,0.72,0.70,0.68,0.60,0.68,0.68,0.63,0.62,0.60,0.65,0.70,0.65,0.60,0.59,0.68,0.62,0.67,0.62,0.59,0.61,0.56,0.64,0.64,0.59,0.58,0.58,0.72,0.51,0.60,0.53,0.66,0.60,0.64,0.61,0.61,0.50,0.51,0.56,0.52,0.54,0.50,0.57,0.56,0.52,0.57,0.48,0.58,0.53,0.51,0.53,0.52,0.53,0.50,0.50,0.51,0.50,0.50,0.48,0.47,0.49,0.49,0.50,0.52,0.52,0.50,0.52,0.50
80-2,NaN,0.88,0.89,0.88,0.88,0.88,0.90,0.95,0.85,0.85,0.71,0.88,0.70,0.85,0.78,0.86,0.80,0.81,0.83,0.82,0.67,0.69,0.85,0.81,0.81,0.81,0.66,0.81,0.66,0.81,0.80,0.80,0.79,0.71,0.69,0.62,0.51,0.55,0.77,0.73,0.73,0.58,0.69,0.68,0.57,0.62,0.65,0.50,0.58,0.55,0.53,0.67,0.61,0.48,0.67,0.61,0.59,0.54,0.57,0.58,0.58,0.58,0.67,0.56,0.65,0.50,0.59,0.52,0.57,0.54,0.53,0.53,0.57,0.51,0.51,0.50,0.53,0.50,0.49
81-1,NaN,0.66,0.62,0.63,0.67,0.67,0.63,0.75,0.59,0.59,0.54,0.75,0.54,0.57,0.57,0.74,0.62,0.60,0.69,0.69,0.57,0.61,0.69,0.72,0.67,0.69,0.51,0.69,0.53,0.71,0.70,0.67,0.65,0.56,0.63,0.63,0.56,0.57,0.67,0.59,0.66,0.57,0.59,0.58,0.57,0.59,0.59,0.50,0.54,0.48,0.53,0.55,0.57,0.55,0.57,0.55,0.54,0.55,0.52,0.48,0.61,0.48,0.56,0.51,0.56,0.58,0.48,0.49,0.45,0.50,0.51,0.47,0.47,0.54,0.49,0.49,0.48,0.49,0.53
81-2,NaN,0.66,0.62,0.63,0.67,0.67,0.63,0.75,0.59,0.59,0.54,0.75,0.54,0.57,0.57,0.74,0.62,0.60,0.69,0.69,0.57,0.61,0.69,0.73,0.67,0.69,0.51,0.69,0.53,0.71,0.70,0.67,0.65,0.56,0.63,0.63,0.56,0.57,0.67,0.59,0.66,0.57,0.59,0.58,0.57,0.59,0.59,0.50,0.54,0.48,0.53,0.55,0.57,0.55,0.57,0.55,0.54,0.55,0.52,0.48,0.60,0.48,0.56,0.51,0.56,0.58,0.48,0.49,0.45,0.50,0.51,0.47,0.47,0.54,0.49,0.49,0.49,0.49,0.53
82-1,NaN,0.65,0.62,0.72,0.71,0.70,0.67,0.76,0.62,0.61,0.67,0.77,0.66,0.57,0.58,0.69,0.64,0.56,0.53,0.57,0.70,0.66,0.68,0.62,0.63,0.53,0.56,0.58,0.55,0.52,0.56,0.60,0.58,0.56,0.64,0.54,0.66,0.62,0.59,0.62,0.59,0.56,0.58,0.63,0.60,0.57,0.56,0.50,0.48,0.43,0.45,0.59,0.52,0.59,0.59,0.47,0.49,0.49,0.49,0.51,0.49,0.51,0.52,0.50,0.53,0.56,0.45,0.45,0.43,0.43,0.45,0.43,0.42,0.45,0.48,0.48,0.39,0.48,0.48
83-1,NaN,0.88,0.87,0.81,0.81,0.80,0.78,0.94,0.80,0.80,0.91,0.89,0.91,0.43,0.41,0.49,0.70,0.74,0.80,0.43,0.67,0.67,0.79,0.49,0.77,0.48,0.64,0.43,0.65,0.41,0.45,0.42,0.50,0.46,0.68,0.69,0.60,0.58,0.50,0.81,0.73,0.47,0.48,0.65,0.62,0.51,0.51,0.48,0.58,0.61,0.57,0.67,0.52,0.59,0.71,0.50,0.54,0.50,0.46,0.51,0.51,0.50,0.55,0.50,0.55,0.53,0.48,0.50,0.53,0.51,0.51,0.43,0.49,0.60,0.41,0.40,0.52,0.43,0.54
83-2,NaN,0.88,0.87,0.82,0.82,0.81,0.78,0.94,0.80,0.80,0.91,0.89,0.91,0.43,0.41,0.49,0.71,0.75,0.80,0.44,0.68,0.64,0.80,0.49,0.77,0.48,0.63,0.43,0.64,0.42,0.45,0.43,0.50,0.46,0.66,0.62,0.60,0.58,0.51,0.81,0.73,0.48,0.48,0.64,0.63,0.51,0.51,0.48,0.59,0.62,0.57,0.68,0.53,0.56,0.72,0.50,0.56,0.52,0.50,0.52,0.51,0.52,0.55,0.51,0.55,0.54,0.48,0.51,0.53,0.52,0.51,0.44,0.49,0.60,0.41,0.40,0.51,0.43,0.54
84-1,NaN,0.55,0.54,0.53,0.57,0.57,0.54,0.50,0.54,0.54,0.49,0.58,0.48,0.58,0.59,0.58,0.54,0.58,0.51,0.43,0.56,0.41,0.51,0.67,0.40,0.59,0.55,0.43,0.52,0.46,0.40,0.43,0.51,0.58,0.41,0.48,0.55,0.52,0.50,0.49,0.62,0.52,0.54,0.46,0.51,0.54,0.55,0.50,0.64,0.78,0.63,0.48,0.54,0.41,0.51,0.48,0.43,0.54,0.59,0.46,0.35,0.46,0.52,0.42,0.50,0.40,0.54,0.49,0.54,0.54,0.52,0.51,0.55,0.30,0.49,0.49,0.52,0.49,0.30
85-1,NaN,0.89,0.86,0.84,0.84,0.84,0.81,0.86,0.77,0.77,0.82,0.78,0.81,0.74,0.70,0.72,0.73,0.71,0.62,0.57,0.68,0.72,0.73,0.68,0.62,0.64,0.63,0.59,0.62,0.55,0.59,0.56,0.64,0.64,0.75,0.56,0.65,0.65,0.66,0.63,0.63,0.59,0.69,0.74,0.60,0.62,0.66,0.50,0.51,0.54,0.54,0.65,0.59,0.54,0.52,0.56,0.52,0.49,0.55,0.58,0.51,0.58,0.52,0.46,0.51,0.52,0.46,0.43,0.46,0.45,0.42,0.48,0.45,0.41,0.45,0.43,0.37,0.43,0.38
85-2,NaN,0.89,0.86,0.84,0.84,0.84,0.81,0.86,0.77,0.77,0.82,0.78,0.81,0.74,0.70,0.72,0.73,0.71,0.62,0.57,0.68,0.72,0.73,0.68,0.62,0.64,0.63,0.59,0.62,0.55,0.59,0.56,0.64,0.64,0.75,0.56,0.65,0.65,0.66,0.63,0.63,0.59,0.69,0.74,0.60,0.62,0.66,0.50,0.51,0.54,0.54,0.65,0.59,0.54,0.52,0.56,0.52,0.49,0.55,0.58,0.51,0.58,0.52,0.46,0.51,0.52,0.46,0.43,0.46,0.45,0.42,0.48,0.45,0.41,0.45,0.43,0.37,0.43,0.38
86-1,NaN,0.68,0.67,0.66,0.66,0.66,0.68,0.57,0.65,0.65,0.54,0.63,0.53,0.62,0.63,0.60,0.65,0.64,0.59,0.59,0.53,0.62,0.61,0.77,0.61,0.55,0.52,0.59,0.54,0.59,0.61,0.59,0.53,0.61,0.66,0.52,0.52,0.53,0.58,0.49,0.44,0.57,0.53,0.63,0.53,0.53,0.55,0.50,0.53,0.55,0.53,0.52,0.54,0.50,0.50,0.53,0.48,0.50,0.51,0.53,0.50,0.53,0.50,0.52,0.50,0.54,0.53,0.54,0.51,0.49,0.50,0.51,0.54,0.48,0.50,0.50,0.52,0.50,0.47
86-2,NaN,0.68,0.67,0.66,0.66,0.66,0.68,0.57,0.65,0.65,0.54,0.63,0.53,0.62,0.63,0.60,0.65,0.64,0.59,0.59,0.53,0.62,0.61,0.77,0.61,0.55,0.52,0.59,0.54,0.59,0.61,0.59,0.53,0.61,0.66,0.52,0.52,0.53,0.58,0.49,0.44,0.57,0.53,0.63,0.53,0.53,0.55,0.50,0.53,0.55,0.53,0.52,0.54,0.50,0.50,0.53,0.48,0.50,0.51,0.53,0.50,0.53,0.50,0.52,0.50,0.54,0.53,0.54,0.51,0.49,0.50,0.51,0.54,0.48,0.50,0.50,0.52,0.50,0.47
86-3,NaN,0.54,0.53,0.54,0.54,0.54,0.55,0.57,0.52,0.52,0.50,0.62,0.49,0.52,0.52,0.57,0.55,0.54,0.49,0.48,0.55,0.53,0.53,0.71,0.49,0.54,0.51,0.48,0.51,0.48,0.48,0.48,0.54,0.52,0.56,0.48,0.51,0.51,0.54,0.49,0.49,0.52,0.49,0.55,0.53,0.50,0.50,0.50,0.52,0.50,0.52,0.52,0.51,0.50,0.51,0.50,0.49,0.49,0.52,0.53,0.53,0.53,0.53,0.46,0.53,0.54,0.52,0.53,0.50,0.52,0.52,0.51,0.51,0.48,0.50,0.50,0.52,0.50,0.48
87-1,NaN,0.82,0.81,0.76,0.77,0.76,0.77,0.95,0.72,0.72,0.66,0.81,0.64,0.67,0.62,0.78,0.73,0.67,0.80,0.77,0.65,0.75,0.79,0.75,0.78,0.71,0.56,0.78,0.57,0.77,0.77,0.75,0.69,0.59,0.74,0.61,0.60,0.58,0.74,0.64,0.58,0.59,0.58,0.71,0.57,0.59,0.56,0.50,0.48,0.50,0.48,0.59,0.52,0.50,0.56,0.51,0.49,0.52,0.45,0.59,0.57,0.59,0.56,0.54,0.55,0.47,0.40,0.44,0.39,0.38,0.37,0.40,0.38,0.48,0.43,0.43,0.38,0.43,0.50
87-2,NaN,0.82,0.81,0.76,0.77,0.76,0.76,0.83,0.73,0.73,0.66,0.79,0.64,0.67,0.62,0.80,0.73,0.67,0.77,0.71,0.64,0.77,0.75,0.77,0.75,0.71,0.56,0.72,0.56,0.75,0.75,0.69,0.72,0.59,0.76,0.63,0.59,0.57,0.73,0.64,0.58,0.55,0.58,0.72,0.56,0.58,0.55,0.50,0.50,0.51,0.51,0.58,0.48,0.50,0.56,0.45,0.48,0.48,0.45,0.58,0.55,0.58,0.55,0.48,0.54,0.47,0.41,0.44,0.39,0.38,0.37,0.40,0.38,0.49,0.43,0.43,0.38,0.43,0.51
87-3,NaN,0.82,0.82,0.75,0.76,0.75,0.75,0.85,0.74,0.74,0.62,0.73,0.61,0.68,0.65,0.71,0.70,0.68,0.71,0.68,0.65,0.68,0.70,0.71,0.67,0.66,0.55,0.68,0.53,0.68,0.65,0.66,0.65,0.60,0.70,0.54,0.59,0.58,0.72,0.65,0.52,0.48,0.62,0.64,0.54,0.63,0.59,0.50,0.50,0.49,0.51,0.57,0.52,0.55,0.60,0.51,0.41,0.42,0.40,0.59,0.50,0.59,0.56,0.53,0.56,0.50,0.43,0.47,0.41,0.40,0.39,0.40,0.38,0.51,0.45,0.45,0.40,0.45,0.50
88-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
89-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
89-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
89-3,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
91-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
91-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
91-3,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
93-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
93-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
94-1,NaN,0.84,0.83,0.81,0.81,0.81,0.80,0.94,0.80,0.80,0.77,0.86,0.77,0.77,0.74,0.85,0.75,0.75,0.84,0.80,0.65,0.76,0.84,0.77,0.80,0.78,0.65,0.80,0.69,0.80,0.79,0.79,0.77,0.68,0.76,0.68,0.65,0.60,0.76,0.77,0.64,0.60,0.68,0.71,0.58,0.61,0.63,0.50,0.52,0.55,0.53,0.55,0.66,0.51,0.69,0.67,0.60,0.58,0.55,0.51,0.63,0.51,0.66,0.58,0.64,0.50,0.52,0.53,0.52,0.57,0.55,0.52,0.52,0.50,0.49,0.49,0.51,0.48,0.48
95-1,NaN,0.78,0.75,0.75,0.75,0.75,0.70,0.79,0.75,0.75,0.71,0.67,0.72,0.74,0.72,0.57,0.71,0.71,0.52,0.57,0.71,0.61,0.56,0.57,0.55,0.58,0.59,0.57,0.62,0.57,0.55,0.57,0.56,0.68,0.62,0.52,0.64,0.61,0.59,0.74,0.54,0.52,0.60,0.59,0.59,0.56,0.57,0.48,0.53,0.68,0.54,0.45,0.52,0.48,0.62,0.45,0.57,0.48,0.53,0.38,0.52,0.39,0.55,0.54,0.56,0.51,0.52,0.54,0.47,0.48,0.50,0.49,0.47,0.44,0.46,0.46,0.48,0.44,0.40
